标题,ID,时间,点赞
都说了男的不能上网有什么问题吗,42t2厨,"
                6-9 01:40
                来自广东
              ",
男的私了,AAA粉色八爪鱼,"
                6-9 01:39
                来自江苏
              ",
真想把难保手机掰开塞难保后庭啥德行呀难保们迟早死光,冰冰薯饼,"
                6-9 01:38
                来自湖南
              ",1
这个网络世界疯了,玫有问题莹,"
                6-9 01:37
                来自广西
              ",
真是可惜了一个清华北大的种子啊,oresame,"
                6-9 01:37
                来自云南
              ",
#女考生因穿裙子而被网暴到放弃高考##大象新闻引导网暴影响女生高考#亖神金们你们知道你们做了什么吗！！这可是这个女孩的高考啊什么都不足以作为赔偿,皓愿8,"
                6-9 01:33
                来自江西
              ",
看了让人心寒，没高考过的男的指指点点这那的,鸽咕咕咕_,"
                6-9 01:28
                来自安徽
              ",
服了,你耶不想说话,"
                6-9 01:28
                来自陕西
              ",
见人南的开他妈的腔没完了下面二两肉思考的玩意割了就老实了，一生都在冲呀,怒扇奉孝一张臭嘴,"
                6-9 01:28
                来自河南
              ",
真的受不了一点，这个姐妹是我列表她还发了帖子来着感谢我们提她说话,67英里椿山茶,"
                6-9 01:27
                来自浙江
              ",
禁止染色体上网,missyou栩,"
                6-9 01:27
                来自广东
              ",
一群曲南,把烦恼一拳击碎掉,"
                6-9 01:24
                来自湖南
              ",1
不是歧视，但是男人是不能上网的，这是老祖宗留下的规矩。互联网是阴特奈特，不是阳特奈特，男人不能上的，男人上了就没有阳刚之气。我是为了男人好才这么说的。这是传统文化，不是忽然来的规定。每次我们上网都会说男人走开男人走开，但是还有是有男人来上网，真的就是很不尊重啊！入乡随俗懂不懂？,芜平一里,"
                6-9 01:24
                来自湖北
              ",
恶心,小童好祈怪,"
                6-9 01:17
                来自天津
              ",
说穿个短裙就是卖的很多学校礼服就是制服短裙这就卖了？这种学校他拼了命都考不上的,雨啊团团,"
                6-9 01:16
                来自福建
              ",
戌井辰见这些顺直男能不能早点死,满满一袋糖,"
                6-9 01:15
                来自贵州
              ",
男的都割了就老实了,白日寻星记,"
                6-9 01:13
                来自广东
              ",
#女考生因穿裙子而被网暴到放弃高考#楠的能不能死啊这个社会到底怎么了所以这就是你们说的男女平等吗她是一个女孩子啊她有什么错,网线左哎,"
                6-9 01:11
                来自安徽
              ",
那些夏天光着膀子的男人怎么说？,素手画轻颜,"
                6-9 01:11
                来自广东
              ",1
这个世界是一个巨大的爱丁堡……//月亮会保护你我觉得这件事很严重，为何会允许媒体在高考这一天给考生造黄谣？说好的全社会给高考让路呢？,likeliiihood,"
                6-9 01:11
                来自广西
              ",
蝻的去死,小狐染,"
                6-9 01:08
                来自山东
              ",1
见,迷失在海里的海浪,"
                6-9 01:08
                来自四川
              ",
《麻辣女老师》好臭的文字，神金,迷失在海里的海浪,"
                6-9 01:07
                来自四川
              ",1
被捂嘴了,湯臣一品形象代言人,"
                6-9 01:07
                来自福建
              ",
了评论恶臭的让人寒心,hisashi_i许愿,"
                6-9 01:06
                来自山东
              ",
造谣男拉出来开盒,gloriche,"
                6-9 01:06
                来自天津
              ",
神经病真他妈的想把你剁成肉泥然后丢给河里的食人鱼细嚼慢咽,SWY小姐,"
                6-9 01:05
                来自四川
              ",
爱穿啥穿啥，一些个男的很怀疑是不是剩下来就只有一个鸡脑子里都是这些东西,你怎么知道我耶不起来,"
                6-9 01:04
                来自福建
              ",
,afh25280,"
                6-9 01:04
                来自北京
              ",
我勒个豆不是很多学校都有类似的校服吗？哦哦哦我忘记了不是所有人都读书我那个普普通通的高中都有格子裙小西装,挖掘机挠批,"
                6-9 01:04
                来自重庆
              ",
人家在高考，你们在这里造谣。,秋意笙茛晚,"
                6-9 01:04
                来自河南
              ",
成分是复杂的，智力是低下的，性别是公的，物种是公猪的，成绩是倒数的，校园是凌弱的，校外是惧强的，毕业是进厂的，网上是低能的，身材是飞柱的，性格是易碎的，内裤是不洗的，床单是焦黄的，负琴是趋势的，下面是羊尾的，后面是黑洞的，价格是倒贴的，后庭是松弛的。染色体是这样的,小羊栓q糖_,"
                6-9 01:03
                来自湖南
              ",4
老钟现状真的是要完蛋了，这点热搜都没有男的跳个江全网都是，女的被造黄谣屁事没有,看我是暗恋我吗,"
                6-9 01:02
                来自广东
              ",8
想到剑三成女那件情趣外观了//仿生猫会吃电子小鱼吗游戏里女角色没有不露大腿秀的权利，现实里女孩子没有露大腿的权利。原因都是女性价值被彻底冠以性价值。,云芽芽酱,"
                6-9 00:59
                来自福建
              ",
服了,soMOLIN,"
                6-9 00:59
                来自云南
              ",
司马媒体给我空友道歉,-群青海灣-,"
                6-9 00:57
                来自宁夏
              ",
看到这个新闻我再一次加深了对男性的刻板印象：满脑子黄色物料。(如有不满请证明你这辈子没有对任何女生开过黄腔)此刻平等的希望所有对这个女生说不友好言论的人以及媒体脑子爆炸，有的人没脑子那就下体爆炸。,Busy_BZ,"
                6-9 00:57
                来自重庆
              ",2
为什么没有热搜,AKB48-英梨梨,"
                6-9 00:55
                来自江苏
              ",
建议敲除基因,纯元冬,"
                6-9 00:55
                来自陕西
              ",
